1       TransverseMercator                      = Idrisi Transverse Mercator
2       TransvMercator_Modified_Alaska
3       ObliqueMerator
4       ObliqueMerator_Laborde
5       ObliqueMerator_Rosenmund
6       ObliqueMerator_Spherical
7       Mercator                                = Idrisi Mercator
8       LambertConfConic_2SP                    = Idrisi Lambert Conformal Conic
9       LambertConfConic_Helmert
10      LambertAzimEqualArea                    = Idrisi varies by aspect
11      AlbertsEqualArea                        = Idrisi Alber's Equal Area
12      AzimuthalEquidistant
13      EquidistantConic
14      Stereographic                           = Idrisi varies by aspect
15      PolarStereographic                      = Idrisi varies by pole
16      ObliqueStereographic                    = Idrisi Oblique Stereographic
17      Equirectangular                         = Idrisi Plate Carree
18      CassiniSoldner
19      Gnomonic
20      MillerCylindrical
21      Orthographic
22      Polyconic
23      Robinson
24      Sinusoidal
25      VanDerGrinten
26      NewZealandMapGrid
27      TransvMercator_SouthOriented
4001 	Airy1830
4002 	AiryModified1849	
4003 	AustralianNationalSpheroid	
4004 	Bessel1841	
4005 	BesselModified	
4006 	BesselNamibia	
4007 	Clarke1858	
4008 	Clarke1866	
4009 	Clarke1866Michigan	
4010 	Clarke1880_Benoit	
4011 	Clarke1880_IGN	
4012 	Clarke1880_RGS	
4013 	Clarke1880_Arc	
4014 	Clarke1880_SGA1922	
4015 	Everest1830_1937Adjustment	
4016 	Everest1830_1967Definition	
4017 	Everest1830_1975Definition	
4018 	Everest1830Modified	
4019 	GRS1980	
4020 	Helmert1906	
4021 	IndonesianNationalSpheroid	
4022 	International1924	
4023 	International1967	
4024 	Krassowsky1940	
4025 	NWL9D	
4026 	NWL10D	
4027 	Plessis1817	
4028 	Struve1860	
4029 	WarOffice	
4030 	WGS84	
4031 	GEM10C	
4032 	OSU86F	
4033 	OSU91A	
4034 	Clarke1880	
4035 	Sphere	
4201 	Adindan	
4202 	AGD66	
4203 	AGD84	
4204 	Ain_el_Abd	
4205 	Afgooye	
4206 	Agadez	
4207 	Lisbon	
4208 	Aratu	
4209 	Arc_1950	
4210 	Arc_1960	
4211 	Batavia	
4212 	Barbados	
4213 	Beduaram	
4214 	Beijing_1954	
4215 	Belge_1950	
4216 	Bermuda_1957	
4217 	Bern_1898	
4218 	Bogota	
4219 	Bukit_Rimpah	
4220 	Camacupa	
4221 	Campo_Inchauspe	
4222 	Cape	
4223 	Carthage	
4224 	Chua	
4225 	Corrego_Alegre	
4226 	Cote_d_Ivoire	
4227 	Deir_ez_Zor	
4228 	Douala	
4229 	Egypt_1907	
4230 	ED50	
4231 	ED87	
4232 	Fahud	
4233 	Gandajika_1970	
4234 	Garoua	
4235 	Guyane_Francaise	
4236 	Hu_Tzu_Shan	
4237 	HD72	
4238 	ID74	
4239 	Indian_1954	
4240 	Indian_1975	
4241 	Jamaica_1875	
4242 	JAD69	
4243 	Kalianpur	
4244 	Kandawala	
4245 	Kertau	
4246 	KOC	
4247 	La_Canoa	
4248 	PSAD56	
4249 	Lake	
4250 	Leigon	
4251 	Liberia_1964	
4252 	Lome	
4253 	Luzon_1911	
4254 	Hito_XVIII_1963	
4255 	Herat_North	
4256 	Mahe_1971	
4257 	Makassar	
4258 	EUREF89	
4259 	Malongo_1987	
4260 	Manoca	
4261 	Merchich	
4262 	Massawa	
4263 	Minna	
4264 	Mhast	
4265 	Monte_Mario	
4266 	M_poraloko	
4267 	NAD27
4268 	NAD_Michigan	
4269 	NAD83	
4270 	Nahrwan_1967	
4271 	Naparima_1972	
4272 	GD49	
4273 	NGO_1948	
4274 	Datum_73	
4275 	NTF	
4276 	NSWC_9Z_2	
4277 	OSGB_1936	
4278 	OSGB70	
4279 	OS_SN80	
4280 	Padang	
4281 	Palestine_1923	
4282 	Pointe_Noire	
4283 	GDA94	
4284 	Pulkovo_1942	
4285 	Qatar	
4286 	Qatar_1948	
4287 	Qornoq	
4288 	Loma_Quintana	
4289 	Amersfoort	
4290 	RT38	
4291 	SAD69	
4292 	Sapper_Hill_1943	
4293 	Schwarzeck	
4294 	Segora	
4295 	Serindung	
4296 	Sudan	
4297 	Tananarive	
4298 	Timbalai_1948	
4299 	TM65	
4300 	TM75	
4301 	Tokyo	
4302 	Trinidad_1903	
4303 	TC_1948	
4304 	Voirol_1875	
4305 	Voirol_Unifie	
4306 	Bern_1938	
4307 	Nord_Sahara_1959	
4308 	Stockholm_1938	
4309 	Yacare	
4310 	Yoff	
4311 	Zanderij	
4312 	MGI	
4313 	Belge_1972	
4314 	DHDN	
4315 	Conakry_1905	
4322 	WGS_72	
4324 	WGS_72BE	
4326 	WGS_84	
4801 	Bern_1898_Bern	
4802 	Bogota_Bogota	
4803 	Lisbon_Lisbon	
4804 	Makassar_Jakarta	
4805 	MGI_Ferro	
4806 	Monte_Mario_Rome	
4807 	NTF_Paris	
4808 	Padang_Jakarta	
4809 	Belge_1950_Brussels	
4810 	Tananarive_Paris	
4811 	Voirol_1875_Paris	
4812 	Voirol_Unifie_Paris	
4813 	Batavia_Jakarta	
4901 	ATF_Paris	
4902 	NDG_Paris
5001 	Airy_1830_ellipsoid	
5002 	Airy_Modified_1849_ellipsoid	
5003 	ANS_ellipsoid	
5004 	Bessel_1841_ellipsoid	
5005 	Bessel_Modified_ellipsoid	
5006 	Bessel_Namibia_ellipsoid	
5007 	Clarke_1858_ellipsoid	
5008 	Clarke_1866_ellipsoid	
5010 	Clarke_1880_Benoit_ellipsoid	
5011 	Clarke_1880_IGN_ellipsoid	
5012 	Clarke_1880_RGS_ellipsoid	
5013 	Clarke_1880_Arc_ellipsoid	
5014 	Clarke_1880_SGA_1922_ellipsoid	
5015 	Everest_1830_1937_Adjustment_ellipsoid	
5016 	Everest_1830_1967_Definition_ellipsoid	
5017 	Everest_1830_1975_Definition_ellipsoid	
5018 	Everest_1830_Modified_ellipsoid	
5019 	GRS_1980_ellipsoid	
5020 	Helmert_1906_ellipsoid	
5021 	INS_ellipsoid	
5022 	International_1924_ellipsoid	
5023 	International_1967_ellipsoid	
5024 	Krassowsky_1940_ellipsoid	
5025 	NWL_9D_ellipsoid	
5026 	NWL_10D_ellipsoid	
5027 	Plessis_1817_ellipsoid	
5028 	Struve_1860_ellipsoid	
5029 	War_Office_ellipsoid	
5030 	WGS_84_ellipsoid	
5031 	GEM_10C_ellipsoid	
5032 	OSU86F_ellipsoid	
5033 	OSU91A_ellipsoid	
5101 	Newlyn	
5102 	North_American_Vertical_Datum_1929	
5103 	North_American_Vertical_Datum_1988	
5104 	Yellow_Sea_1956	
5105 	Baltic_Sea	
5106 	Caspian_Sea
6001 	Airy1830	
6002 	AiryModified1849	
6003 	AustralianNationalSpheroid	
6004 	Bessel1841	
6005 	BesselModified	
6006 	BesselNamibia	
6007 	Clarke1858	
6008 	Clarke1866	
6009 	Clarke1866Michigan	
6010 	Clarke1880_Benoit	
6011 	Clarke1880_IGN	
6012 	Clarke1880_RGS	
6013 	Clarke1880_Arc	
6014 	Clarke1880_SGA1922	
6015 	Everest1830_1937Adjustment	
6016 	Everest1830_1967Definition	
6017 	Everest1830_1975Definition	
6018 	Everest1830Modified	
6019 	GRS1980	
6020 	Helmert1906	
6021 	IndonesianNationalSpheroid	
6022 	International1924	
6023 	International1967	
6024 	Krassowsky1960	
6025 	NWL9D	
6026 	NWL10D	
6027 	Plessis1817	
6028 	Struve1860	
6029 	WarOffice	
6030 	WGS84	
6031 	GEM10C	
6032 	OSU86F	
6033 	OSU91A	
6034 	Clarke1880	
6035 	Sphere	
6201 	Adindan	
6202 	Australian_Geodetic_Datum_1966	
6203 	Australian_Geodetic_Datum_1984	
6204 	Ain_el_Abd_1970	
6205 	Afgooye	
6206 	Agadez	
6207 	Lisbon	
6208 	Aratu	
6209 	Arc_1950	
6210 	Arc_1960	
6211 	Batavia	
6212 	Barbados	
6213 	Beduaram	
6214 	Beijing_1954	
6215 	Reseau_National_Belge_1950	
6216 	Bermuda_1957	
6217 	Bern_1898	
6218 	Bogota	
6219 	Bukit_Rimpah	
6220 	Camacupa	
6221 	Campo_Inchauspe	
6222 	Cape	
6223 	Carthage	
6224 	Chua	
6225 	Corrego_Alegre	
6226 	Cote_d_Ivoire	
6227 	Deir_ez_Zor	
6228 	Douala	
6229 	Egypt_1907	
6230 	European_Datum_1950	
6231 	European_Datum_1987	
6232 	Fahud	
6233 	Gandajika_1970	
6234 	Garoua	
6235 	Guyane_Francaise	
6236 	Hu_Tzu_Shan	
6237 	Hungarian_Datum_1972	
6238 	Indonesian_Datum_1974	
6239 	Indian_1954	
6240 	Indian_1975	
6241 	Jamaica_1875	
6242 	Jamaica_1969	
6243 	Kalianpur	
6244 	Kandawala	
6245 	Kertau	
6246 	Kuwait_Oil_Company	
6247 	La_Canoa	
6248 	Provisional_S_American_Datum_1956	
6249 	Lake	
6250 	Leigon	
6251 	Liberia_1964	
6252 	Lome	
6253 	Luzon_1911	
6254 	Hito_XVIII_1963	
6255 	Herat_North	
6256 	Mahe_1971	
6257 	Makassar	
6258 	European_Reference_System_1989	
6259 	Malongo_1987	
6260 	Manoca	
6261 	Merchich	
6262 	Massawa	
6263 	Minna	
6264 	Mhast	
6265 	Monte_Mario	
6266 	M_poraloko	
6267 	North_American_Datum_1927	
6268 	NAD_Michigan	
6269 	North_American_Datum_1983	
6270 	Nahrwan_1967	
6271 	Naparima_1972	
6272 	New_Zealand_Geodetic_Datum_1949	
6273 	NGO_1948	
6274 	Datum_73	
6275 	Nouvelle_Triangulation_Francaise	
6276 	NSWC_9Z_2	
6277 	OSGB_1936	
6278 	OSGB_1970_SN	
6279 	OS_SN_1980	
6280 	Padang_1884	
6281 	Palestine_1923	
6282 	Pointe_Noire	
6283 	Geocentric_Datum_of_Australia_1994	
6284 	Pulkovo_1942	
6285 	Qatar	
6286 	Qatar_1948	
6287 	Qornoq	
6288 	Loma_Quintana	
6289 	Amersfoort	
6290 	RT38	
6291 	South_American_Datum_1969	
6292 	Sapper_Hill_1943	
6293 	Schwarzeck	
6294 	Segora	
6295 	Serindung	
6296 	Sudan	
6297 	Tananarive_1925	
6298 	Timbalai_1948	
6299 	TM65	
6300 	TM75	
6301 	Tokyo	
6302 	Trinidad_1903	
6303 	Trucial_Coast_1948	
6304 	Voirol_1875	
6305 	Voirol_Unifie_1960	
6306 	Bern_1938	
6307 	Nord_Sahara_1959	
6308 	Stockholm_1938	
6309 	Yacare	
6310 	Yoff	
6311 	Zanderij	
6312 	Militar_Geographische_Institut	
6313 	Reseau_National_Belge_1972	
6314 	Deutsche_Hauptdreiecksnetz	
6315 	Conakry_1905	
6322 	WGS72	
6324 	WGS72_Transit_Broadcast_Ephemeris	
6326 	WGS84	
6901 	Ancienne_Triangulation_Francaise	
